2024-08-30 12:49:00,22.85
2024-08-30 12:50:00,22.85
2024-08-30 12:50:00,22.85
2024-08-30 12:51:00,22.81
2024-08-30 12:51:00,22.84
2024-08-30 12:52:00,22.82
2024-08-30 12:52:00,22.82
2024-08-30 12:53:00,22.84
2024-08-30 12:53:00,22.82
2024-08-30 12:53:00,22.82
2024-08-30 12:54:00,22.82
2024-08-30 12:54:00,22.43
2024-08-30 12:54:00,22.81
2024-08-30 12:55:00,22.84
2024-08-30 12:56:00,22.79
2024-08-30 12:57:00,22.79
2024-08-30 12:59:00,18.65
2024-08-30 13:03:00,22.77
2024-08-30 13:04:00,22.45
2024-08-30 13:04:00,22.77
2024-08-30 13:05:00,22.78
2024-08-30 13:05:00,22.77
2024-08-30 13:06:00,22.79
2024-08-30 13:07:00,22.81
2024-08-30 13:08:00,22.79
2024-08-30 13:09:00,22.5
2024-08-30 13:09:00,22.79
2024-08-30 13:10:00,22.81
2024-08-30 13:11:00,22.82
2024-08-30 13:11:00,22.81
2024-08-30 13:32:00,22.91
2024-08-30 13:36:00,22.9
2024-08-30 13:37:00,22.92
2024-08-30 13:39:00,22.63
2024-08-30 13:39:00,18.89
2024-08-30 13:39:00,22.95
2024-08-30 13:40:00,22.98
2024-08-30 13:41:00,22.98
2024-08-30 13:42:00,22.98
2024-08-30 13:43:00,22.99
2024-08-30 13:44:00,22.66
2024-08-30 13:44:00,22.99
2024-08-30 13:45:00,22.99
2024-08-30 13:46:00,23.02
2024-08-30 13:47:00,23.05
2024-08-30 13:49:00,19
2024-08-30 13:49:29,21.8
2024-08-30 13:51:00,23.08
2024-08-30 13:52:00,23.06
2024-08-30 13:56:00,23.09
2024-08-30 13:57:00,23.09
2024-08-30 13:58:00,23.11
2024-08-30 13:59:00,19.11
2024-08-30 14:04:00,23.2
2024-08-30 14:05:00,23.19
2024-08-30 14:06:00,23.26
2024-08-30 14:09:00,19.27
2024-08-30 14:09:00,23.3
2024-08-30 11:08:58,23.28
2024-08-30 11:07:58,23.29
2024-08-30 14:10:00,23.3
2024-08-30 14:19:00,19.37
2024-08-30 14:29:00,19.6
2024-08-30 14:33:00,23.03
2024-08-30 14:36:00,23.06
2024-08-30 11:35:58,23.09
2024-08-30 11:34:58,23.06
2024-08-30 14:37:00,23.11
2024-08-30 14:38:00,23.12
2024-08-30 14:39:00,22.9
2024-08-30 14:39:00,19.68
2024-08-30 11:34:32,22.84
2024-08-30 11:04:32,22.89
2024-08-30 11:19:32,22.93
2024-08-30 11:29:32,22.84
2024-08-30 10:54:32,22.78
2024-08-30 10:59:32,22.83
2024-08-30 11:09:32,22.95
2024-08-30 10:49:32,22.73
2024-08-30 11:14:32,22.95
2024-08-30 11:24:32,22.89
2024-08-30 14:39:00,23.12
2024-08-30 14:39:00,23.12
2024-08-30 14:40:00,23.13
2024-08-30 14:41:00,23.15
2024-08-30 14:42:00,23.16
2024-08-30 14:43:00,23.16
2024-08-30 14:44:00,22.94
2024-08-30 14:44:00,23.2
2024-08-30 14:45:00,23.18
2024-08-30 14:46:00,23.18
2024-08-30 14:47:00,23.2
2024-08-30 14:47:00,23.18
2024-08-30 14:48:00,23.2
2024-08-30 14:49:00,22.97
2024-08-30 14:49:00,19.86
2024-08-30 14:49:29,22.1
2024-08-30 14:49:00,23.22
2024-08-30 14:50:00,23.23
2024-08-30 14:51:00,23.25
2024-08-30 14:59:00,20.63
2024-08-30 15:02:00,23.16
2024-08-30 14:54:58,23.25
2024-08-30 14:59:58,23.18
2024-08-30 15:00:58,23.16
2024-08-30 14:56:58,23.22
2024-08-30 14:55:58,23.23
2024-08-30 14:57:58,23.2
2024-08-30 14:58:58,23.18
2024-08-30 14:53:58,23.25
2024-08-30 14:52:58,23.23
2024-08-30 15:01:58,23.19
2024-08-30 15:03:00,23.13
2024-08-30 15:04:00,23.08
2024-08-30 14:59:32,23.04
2024-08-30 14:54:32,23.01
2024-08-30 15:04:00,23.13
2024-08-30 15:05:00,23.15
2024-08-30 15:06:00,23.12
2024-08-30 15:07:00,23.13
2024-08-30 15:09:00,20.71
2024-08-30 15:19:00,23.22
2024-08-30 15:14:32,23.2
2024-08-30 15:19:00,23.28
2024-08-30 15:09:32,23.14
2024-08-30 15:19:00,23.63
2024-08-30 15:13:58,23.13
2024-08-30 15:11:58,23.15
2024-08-30 15:09:58,23.15
2024-08-30 15:08:58,23.12
2024-08-30 15:17:58,23.23
2024-08-30 15:12:58,23.13
2024-08-30 15:18:58,23.52
2024-08-30 15:14:58,23.2
2024-08-30 15:15:58,23.45
2024-08-30 15:16:58,23.38
2024-08-30 15:20:00,23.67
2024-08-30 15:10:58,23.16
2024-08-30 15:21:00,23.69
2024-08-30 15:29:00,25.34
2024-08-30 15:37:00,24.11
2024-08-30 15:39:00,23.29
2024-08-30 15:39:00,22.5
2024-08-30 15:29:32,23.25
2024-08-30 15:34:32,23.27
2024-08-30 15:24:32,23.22
2024-08-30 15:39:00,24.28
2024-08-30 15:32:58,24.25
2024-08-30 15:25:58,23.64
2024-08-30 15:35:58,24.17
2024-08-30 15:28:58,23.64
2024-08-30 15:31:58,24.14
2024-08-30 15:21:58,23.69
2024-08-30 15:30:58,23.74
2024-08-30 15:33:58,24.27
2024-08-30 15:22:58,23.64
2024-08-30 15:26:58,23.64
2024-08-30 15:27:58,23.63
2024-08-30 15:23:58,23.64
2024-08-30 15:37:58,24.11
2024-08-30 15:29:58,23.63
2024-08-30 15:24:58,23.63
2024-08-30 15:34:58,24.22
2024-08-30 15:36:58,24.08
2024-08-30 15:39:00,24.29
2024-08-30 15:26:58,23.64
2024-08-30 15:28:58,23.64
2024-08-30 15:22:58,23.64
2024-08-30 15:21:58,23.69
2024-08-30 15:23:58,23.64
2024-08-30 15:29:58,23.63
2024-08-30 15:27:58,23.63
2024-08-30 15:25:58,23.64
2024-08-30 15:24:58,23.63
2024-08-30 15:30:58,23.74
2024-08-30 15:32:58,24.25
2024-08-30 15:35:58,24.17
2024-08-30 15:33:58,24.27
2024-08-30 15:36:58,24.08
2024-08-30 15:31:58,24.14
2024-08-30 15:34:58,24.22
2024-08-30 15:37:58,24.11
2024-08-30 15:43:00,23.35
2024-08-30 15:48:00,23.44
2024-08-30 15:49:00,21.56
2024-08-30 15:49:29,22
2024-08-30 15:51:00,25.75
2024-08-30 15:52:00,25.89
2024-08-30 15:53:00,23.46
2024-08-30 15:53:00,23.44
2024-08-30 15:58:00,23.49
2024-08-30 15:59:00,21.13
2024-08-30 16:03:00,23.51
2024-08-30 16:04:00,24.85
2024-08-30 16:04:00,26.95
2024-08-30 16:07:00,24.86
2024-08-30 16:08:00,23.56
2024-08-30 16:09:00,20.91
2024-08-30 16:19:00,20.82
2024-08-30 16:29:00,20.74
2024-08-30 16:30:00,27.81
2024-08-30 16:31:00,27.73
2024-08-30 15:54:40,26.12
2024-08-30 15:50:40,25.6
2024-08-30 15:46:40,24.83
2024-08-30 16:01:40,26.65
2024-08-30 15:57:40,26.39
2024-08-30 16:02:40,26.74
2024-08-30 15:45:40,24.73
2024-08-30 15:59:40,26.5
2024-08-30 15:56:40,26.31
2024-08-30 15:55:40,26.24
2024-08-30 16:00:40,26.57
2024-08-30 15:43:40,24.49
2024-08-30 15:44:40,24.61
2024-08-30 16:04:40,26.95
2024-08-30 15:41:40,24.34
2024-08-30 16:03:40,26.84
2024-08-30 15:47:40,24.97
2024-08-30 15:49:40,25.38
2024-08-30 15:42:40,24.38
2024-08-30 15:58:40,26.43
2024-08-30 15:53:40,26.02
2024-08-30 15:48:40,25.18
2024-08-30 16:32:00,27.61
2024-08-30 15:42:40,24.38
2024-08-30 15:47:40,24.97
2024-08-30 15:44:40,24.61
2024-08-30 15:55:40,26.24
2024-08-30 15:57:40,26.39
2024-08-30 15:45:40,24.73
2024-08-30 15:49:40,25.38
2024-08-30 16:04:40,26.95
2024-08-30 15:46:40,24.83
2024-08-30 15:43:40,24.49
2024-08-30 16:03:40,26.84
2024-08-30 15:41:40,24.34
2024-08-30 16:02:40,26.74
2024-08-30 16:00:40,26.57
2024-08-30 15:56:40,26.31
2024-08-30 15:58:40,26.43
2024-08-30 16:01:40,26.65
2024-08-30 15:53:40,26.02
2024-08-30 15:54:40,26.12
2024-08-30 15:59:40,26.5
2024-08-30 15:50:40,25.6
2024-08-30 15:48:40,25.18
2024-08-30 16:19:40,28.12
2024-08-30 16:26:40,28.25
2024-08-30 16:22:40,28.44
2024-08-30 16:20:40,28.26
2024-08-30 16:16:40,27.86
2024-08-30 16:08:40,27.28
2024-08-30 16:24:40,28.35
2024-08-30 16:11:40,27.52
2024-08-30 16:18:40,28.03
2024-08-30 16:10:40,27.45
2024-08-30 16:13:40,27.67
2024-08-30 16:21:40,28.36
2024-08-30 16:17:40,27.91
2024-08-30 16:14:40,27.76
2024-08-30 16:06:40,27.1
2024-08-30 16:15:40,27.83
2024-08-30 16:05:40,27.04
2024-08-30 16:09:40,27.36
2024-08-30 16:12:40,27.6
2024-08-30 16:07:40,27.22
2024-08-30 16:25:40,28.34
2024-08-30 16:23:40,28.45
2024-08-30 16:30:40,27.81
2024-08-30 16:28:40,28.04
2024-08-30 16:27:40,28.12
2024-08-30 16:29:40,27.94
2024-08-30 16:33:00,27.63
2024-08-30 16:34:00,27.68
2024-08-30 16:39:00,20.7
2024-08-30 16:40:00,28.45
2024-08-30 16:41:00,28.59
2024-08-30 16:45:00,28.87
2024-08-30 16:47:00,28.9
2024-08-30 16:39:40,28.31
2024-08-30 16:36:40,27.86
2024-08-30 16:42:40,28.7
2024-08-30 16:35:40,27.73
2024-08-30 16:37:40,27.98
2024-08-30 16:44:40,28.84
2024-08-30 16:45:40,28.87
2024-08-30 16:43:40,28.74
2024-08-30 16:46:40,28.9
2024-08-30 16:38:40,28.14
